,photo_url,captions,hashtags,interest
10,https://instagram.ftun4-1.fna.fbcdn.net/v/t51.2885-15/fr/e15/p1080x1080/97174827_153628812840604_8059741982250716630_n.jpg?_nc_ht=instagram.ftun4-1.fna.fbcdn.net&_nc_cat=104&_nc_ohc=jSVc2cErfMAAX_uJw5l&oh=7ca9b1773fde82ef8034dcf215e16287&oe=5F02FB0D,Nom nom nom : @eatcorpuschristi,"['viennabeef', 'ilovefreddys']",industry
11,https://instagram.ftun4-1.fna.fbcdn.net/v/t51.2885-15/fr/e15/p1080x1080/96142825_269865134200669_3811801828959613568_n.jpg?_nc_ht=instagram.ftun4-1.fna.fbcdn.net&_nc_cat=101&_nc_ohc=u_w-NNOE_WEAX9iohjs&oh=b965ad46d940aab63b42a2c95ed2206b&oe=5F00CB4B,Everyone loves frozen custard. Even our four-legged friends : @major_danger_pain,"['PupCup', 'ilovefreddys']",industry
12,https://instagram.ftun4-1.fna.fbcdn.net/v/t51.2885-15/fr/e15/s1080x1080/96512207_660834481424846_1537591265650529964_n.jpg?_nc_ht=instagram.ftun4-1.fna.fbcdn.net&_nc_cat=102&_nc_ohc=BubnAtlmxmcAX89zbDL&oh=873cfcb1dff22f90cd77c9d21e7cafe4&oe=5F02923A,Need need need need need,"['GoodToGo', 'OnionRings']",industry
13,https://instagram.ftun4-1.fna.fbcdn.net/v/t51.2885-15/fr/e15/s1080x1080/96853407_265592117961632_8154700622409574799_n.jpg?_nc_ht=instagram.ftun4-1.fna.fbcdn.net&_nc_cat=108&_nc_ohc=glwMrxEaROsAX8XndVz&oh=b3fc6db1954a2b69047d918f1b9be3b6&oe=5F03CCEC,Cheers to frozen custard : @ashcraig23,"['GoodToGo', 'FreddysDriveThru']",industry
14,https://instagram.ftun4-1.fna.fbcdn.net/v/t51.2885-15/fr/e15/s1080x1080/95877442_239258653811024_6234695544584277536_n.jpg?_nc_ht=instagram.ftun4-1.fna.fbcdn.net&_nc_cat=108&_nc_ohc=3K90H4trYecAX_15CqU&oh=767cb9d3f994cdf934f035a9188f5258&oe=5F027C40,Make everyday Fryday,"['tgif', 'ilovefreddys']",industry
15,https://instagram.ftun4-1.fna.fbcdn.net/v/t51.2885-15/e15/95874635_1378126639048066_2502665882236776889_n.jpg?_nc_ht=instagram.ftun4-1.fna.fbcdn.net&_nc_cat=110&_nc_ohc=iu_1hKLGJc4AX87S7Q2&oh=97defcae73cdbf8a1db176bf6429b83d&oe=5EDB11F3,A sweet treat for a sweet pup : @kingaslan_bmd,"['PupCup', 'GoodToGo']",industry
16,https://instagram.ftun4-1.fna.fbcdn.net/v/t51.2885-15/fr/e15/s1080x1080/95876214_915549175560671_8388371939613857036_n.jpg?_nc_ht=instagram.ftun4-1.fna.fbcdn.net&_nc_cat=111&_nc_ohc=5BSgJaJiWxwAX8eha5I&oh=75803b940539ddfb2edfb2da9d3ec43c&oe=5F007EE8,"With you, may the Freddy's be","['MayThe4thBeWithYou', 'StarWarsDay']",industry
17,https://instagram.ftun4-1.fna.fbcdn.net/v/t51.2885-15/fr/e15/p1080x1080/95564638_277080849995823_5921201533508100474_n.jpg?_nc_ht=instagram.ftun4-1.fna.fbcdn.net&_nc_cat=103&_nc_ohc=Ced3AIrRon0AX8SpPsN&oh=7a5051df3f743588a367416bc1ebefed&oe=5F03B264,How do you spell happiness? F-R-E-D-D-Y-S : @rrrreaannealise,[],industry
18,https://instagram.ftun4-1.fna.fbcdn.net/v/t51.2885-15/fr/e15/p1080x1080/95143353_847779625730040_4378584583037879510_n.jpg?_nc_ht=instagram.ftun4-1.fna.fbcdn.net&_nc_cat=100&_nc_ohc=ugrODEobPn0AX8jqPTu&oh=6d09dc7f4ad974d60e5bfa4cad97346d&oe=5F009ABD,"Freddy's picnic, anyone : @garrettdunn_",['FreddysAtHome'],industry
19,https://instagram.ftun4-1.fna.fbcdn.net/v/t51.2885-15/fr/e15/p1080x1080/95135852_667637247136954_3525858019441712896_n.jpg?_nc_ht=instagram.ftun4-1.fna.fbcdn.net&_nc_cat=110&_nc_ohc=oO9mxpmA7YgAX9b3qGI&oh=4656c12eb76d443e6889c84cf000866e&oe=5F01B760,All smiles for Freddy's and the weekend,['FreddysDriveThru'],industry
20,https://instagram.ftun4-1.fna.fbcdn.net/v/t51.2885-15/fr/e15/s1080x1080/95141574_282846582720863_2381087307822603131_n.jpg?_nc_ht=instagram.ftun4-1.fna.fbcdn.net&_nc_cat=111&_nc_ohc=S4JgAj2__FsAX-hlFUJ&oh=3975c6143602cbc932117993a2a39dc3&oe=5F03D932,The taste that brings you back...and back and back and back again,"['GoodToGo', 'FreddysDriveThru']",industry
21,https://instagram.ftun4-1.fna.fbcdn.net/v/t51.2885-15/fr/e15/s1080x1080/94891830_649047749211543_7169860480422997796_n.jpg?_nc_ht=instagram.ftun4-1.fna.fbcdn.net&_nc_cat=103&_nc_ohc=MvOKfInr64sAX-P5NRy&oh=a8df1084c4923db0534b987e16afb423&oe=5F03995B,When you remember Freddy's drive-thrus are open and ready to serve you... : @tamarahalexia,[],industry
22,https://instagram.ftun4-1.fna.fbcdn.net/v/t51.2885-15/fr/e15/p1080x1080/94698637_568950467060185_7872671482607884125_n.jpg?_nc_ht=instagram.ftun4-1.fna.fbcdn.net&_nc_cat=101&_nc_ohc=H7GhQSrvJyUAX9_yteY&oh=b81219299c13a987d8025c762f85e3df&oe=5F00E835,Secure the Freddy's bag. : @datsheabae,[],industry
23,https://instagram.ftun4-1.fna.fbcdn.net/v/t51.2885-15/fr/e15/p1080x1080/95046428_620906061972143_4545515825289361199_n.jpg?_nc_ht=instagram.ftun4-1.fna.fbcdn.net&_nc_cat=111&_nc_ohc=5UN1h7Wnw9QAX-coAZX&oh=922d714d22608b8c3f79bd2a9cc0e4ff&oe=5F02A714,Freddy's tastes just as delicious when you eat it at home. Just ask Freddy!,[],industry
24,https://instagram.ftun4-1.fna.fbcdn.net/v/t51.2885-15/fr/e15/s1080x1080/94440031_2920365161374772_3497711742046536534_n.jpg?_nc_ht=instagram.ftun4-1.fna.fbcdn.net&_nc_cat=108&_nc_ohc=SxIC-m7NG9sAX9RcmcL&oh=1075274000d3a9e1db2976e6b53cd230&oe=5F0388F1,"We interrupt your scrolling to remind you that hot, cooked-to-order steakburgers are still available in the ! : @lotsofcarbs_",['FreddysDriveThru!'],industry
25,https://instagram.ftun4-1.fna.fbcdn.net/v/t51.2885-15/fr/e15/s1080x1080/94190264_710662023009809_8559688191056089616_n.jpg?_nc_ht=instagram.ftun4-1.fna.fbcdn.net&_nc_cat=105&_nc_ohc=tlrefbgWaDAAX-unw82&oh=fff661af2d7cd57ec7e5f812b2d0411a&oe=5F0206C1,Skip the dishes and swing by our drive-thru for your Freddy's favorites : @southernsnackers,['FreddysDriveThru'],industry
26,https://instagram.ftun4-1.fna.fbcdn.net/v/t51.2885-15/fr/e15/s1080x1080/93883110_225134222148865_5915813795079932389_n.jpg?_nc_ht=instagram.ftun4-1.fna.fbcdn.net&_nc_cat=101&_nc_ohc=5P5Z6GSR8NcAX9Wtbwp&oh=4bb58d0d5044b4106b31c282272830e0&oe=5F006CBC,"Dinner, done right : @breaellis",['ilovefreddys'],industry
27,https://instagram.ftun4-1.fna.fbcdn.net/v/t51.2885-15/fr/e15/p1080x1080/94522911_604442123483950_6350219866358864060_n.jpg?_nc_ht=instagram.ftun4-1.fna.fbcdn.net&_nc_cat=110&_nc_ohc=F-cB0OwCPicAX8ae8eQ&oh=19dd415fb66b348c0a1e23aeec33e82b&oe=5F02ABF0,Fact: Dirt 'n Worms sundaes will cause extreme joy,"['ilovefreddys', 'frozencustard']",industry
28,https://instagram.ftun4-1.fna.fbcdn.net/v/t51.2885-15/fr/e15/p1080x1080/93889418_118937453107601_6174195958718623480_n.jpg?_nc_ht=instagram.ftun4-1.fna.fbcdn.net&_nc_cat=105&_nc_ohc=ruThPYIH_OYAX_Hp9Jq&oh=a0f578279421ba9ea9d4587c99aa3eca&oe=5F01230C,"When you can't decide between a steakburger and hot dog, you simply get both : @jimmyz_eatz","['FreddysDriveThru', 'ilovefreddys']",industry
29,https://instagram.ftun4-1.fna.fbcdn.net/v/t51.2885-15/fr/e15/s1080x1080/93860989_908366769596714_6229114229778319519_n.jpg?_nc_ht=instagram.ftun4-1.fna.fbcdn.net&_nc_cat=102&_nc_ohc=jDMekzF8ZpEAX_33QYT&oh=423db0496bb3a9282aa3f20a86b37060&oe=5F03F356,We all know this Freddy's feeling : @lisaekarr,"['GoodToGo', 'FrozenCustard']",industry
30,https://instagram.ftun4-1.fna.fbcdn.net/v/t51.2885-15/e15/93633716_281152722891864_7709378220171454066_n.jpg?_nc_ht=instagram.ftun4-1.fna.fbcdn.net&_nc_cat=100&_nc_ohc=HgLGpPHwNHAAX_JJRBA&oh=bf7ee278b82ec1fddb86741a00e00930&oe=5F03DDC3,Camping essentials. Freddy's lettuce wraps are ! : @ashcraig23,['GoodToGo!'],industry
31,https://instagram.ftun4-1.fna.fbcdn.net/v/t51.2885-15/fr/e15/p1080x1080/93714507_520377101983605_2369196702138788910_n.jpg?_nc_ht=instagram.ftun4-1.fna.fbcdn.net&_nc_cat=109&_nc_ohc=AXYSrOk7MbYAX9v5uJb&oh=bb05f6b3bf7764686c39213e1d7f33ea&oe=5F0305CE,Tailgate picnic time : @tdmanderson,['GoodToGo'],industry
32,https://instagram.ftun4-1.fna.fbcdn.net/v/t51.2885-15/fr/e15/p1080x1080/94575690_576105606659961_6035002640633423759_n.jpg?_nc_ht=instagram.ftun4-1.fna.fbcdn.net&_nc_cat=109&_nc_ohc=wUBwCCtEi_AAX-nZ7M7&oh=a995f386e6f54abe65934e77888d3542&oe=5F0102F2,No meal is complete without Freddy's Famous Fry Sauce : @wickedqueen13v,['GoodToGo'],industry
33,https://instagram.ftun4-1.fna.fbcdn.net/v/t51.2885-15/fr/e15/s1080x1080/94103693_242576706930827_7916210853497913382_n.jpg?_nc_ht=instagram.ftun4-1.fna.fbcdn.net&_nc_cat=111&_nc_ohc=ak8Y9uxgtvIAX9AmdtO&oh=b50cbd689c38df59e85a9a3d943575d2&oe=5F00ADD7,"Good boys love Freddy's, too : @charliesmallsthedood","['FreddysDriveThru', 'GetItToGo']",industry
34,https://instagram.ftun4-1.fna.fbcdn.net/v/t51.2885-15/fr/e15/s1080x1080/93758220_130175658599328_648003522723800059_n.jpg?_nc_ht=instagram.ftun4-1.fna.fbcdn.net&_nc_cat=100&_nc_ohc=ha68xkI6bygAX_MU1i2&oh=df9dfd0b9c6c9d43475e6d2931aee1c3&oe=5F0129F6,Carrying the goods : @mr.black_sheep_,"['FreddysDriveThru', 'TakeItToGo']",industry
35,https://instagram.ftun4-1.fna.fbcdn.net/v/t51.2885-15/fr/e15/s1080x1080/93204126_165326234690444_5620792807989771506_n.jpg?_nc_ht=instagram.ftun4-1.fna.fbcdn.net&_nc_cat=108&_nc_ohc=wwhYtuFmfEoAX_oETW_&oh=c3a6c381d5c9ccc794b2ac5f58181098&oe=5F03D32B,Enjoy your favorite dessert at home! You can pick up pints or quarts of our frozen custard in our drive-thru,"['freddysdrivethru', 'frozencustard']",industry
36,https://instagram.ftun4-1.fna.fbcdn.net/v/t51.2885-15/fr/e15/p1080x1080/93220511_946634822417803_7084668810151204092_n.jpg?_nc_ht=instagram.ftun4-1.fna.fbcdn.net&_nc_cat=107&_nc_ohc=2MgVvcG1VNAAX-YMGul&oh=dffaf8cec25c57b27021b02368a3ae83&oe=5F0370FF,Swing through our drive-thru for your next delicious meal : @phillyindofoodie,"['StillOpen', 'FreddysDriveThru']",industry
37,https://instagram.ftun4-1.fna.fbcdn.net/v/t51.2885-15/fr/e15/s1080x1080/93008642_3392170964131421_8337889991987250329_n.jpg?_nc_ht=instagram.ftun4-1.fna.fbcdn.net&_nc_cat=105&_nc_ohc=da3aFGexYgYAX9xLw3n&oh=6d6c48409d03082109efaa95addf0825&oe=5F01C431,Enjoy your lunch break at home with your best friends : @jaxthefloofysheltie,"['GoodToGo', 'FreddysDriveThru']",industry
38,https://instagram.ftun4-1.fna.fbcdn.net/v/t51.2885-15/fr/e15/s1080x1080/92953324_671394827011930_4157647410479903921_n.jpg?_nc_ht=instagram.ftun4-1.fna.fbcdn.net&_nc_cat=110&_nc_ohc=kcf0hTsJ4CUAX-H5fGw&oh=06220e555621457037a6d5edb3de1ffe&oe=5F0080BF,"If only all Easter baskets had cheese curds, fries and onion rings inside! Happy Easter !",['FredHeads!'],industry
39,https://instagram.ftun4-1.fna.fbcdn.net/v/t51.2885-15/fr/e15/p1080x1080/92840462_151162289757945_4956489083561639135_n.jpg?_nc_ht=instagram.ftun4-1.fna.fbcdn.net&_nc_cat=109&_nc_ohc=kIlHUN2870sAX_G0DBQ&oh=6f0af5b40f78e5e8b0ba81c9dd2f135a&oe=5F013472,The Dirt 'n Worms concrete is the perfect drive-thru treat : @morgans_foodies,['GoodToGo'],industry
40,https://instagram.ftun4-1.fna.fbcdn.net/v/t51.2885-15/fr/e15/s1080x1080/92827307_232038404822214_2296789687903707571_n.jpg?_nc_ht=instagram.ftun4-1.fna.fbcdn.net&_nc_cat=106&_nc_ohc=3NZR0z-pQQUAX8zatPE&oh=3a8c2237aeb33168f68a1576a83b42ca&oe=5EDB323D,"Happy ! The Fish & Chips, or Fish Sandwich basket is still here for a limited time. Take some home today","['freddysdrivethru', 'FishFriday!']",industry
41,https://instagram.ftun4-1.fna.fbcdn.net/v/t51.2885-15/fr/e15/p1080x1080/92389430_219428569152478_4452692123053294717_n.jpg?_nc_ht=instagram.ftun4-1.fna.fbcdn.net&_nc_cat=110&_nc_ohc=oFIWmes8_1cAX-Gzuqi&oh=5c2ec571893a1801427168aa715ed356&oe=5F00DF0C,Freddy's frozen custard & a cute pup. Could this picture get any sweeter : @verapaisleythegolden,"['PupCup', 'FreddysDriveThru']",industry
42,https://instagram.ftun4-1.fna.fbcdn.net/v/t51.2885-15/fr/e15/s1080x1080/92298801_559803641615061_3263061787620702003_n.jpg?_nc_ht=instagram.ftun4-1.fna.fbcdn.net&_nc_cat=109&_nc_ohc=ia4DBpxqQAMAX9bFq81&oh=e3dbd8a11a35f098583f0b0901bd8a80&oe=5F0271D9,Our drive-thrus are open & ready to serve you the Freddy's Way! : @farmer_the_foodie,[],industry
43,https://instagram.ftun4-1.fna.fbcdn.net/v/t51.2885-15/fr/e15/p1080x1080/92298279_2971439886282701_2255799160299109479_n.jpg?_nc_ht=instagram.ftun4-1.fna.fbcdn.net&_nc_cat=105&_nc_ohc=SC2EM9YRZLUAX-iKTr5&oh=b117639756229a96b61751f58461956a&oe=5F035FA7,Car picnic kind of day : @chocolate_muscle_foodie,['FreddysDriveThru'],industry
44,https://instagram.ftun4-1.fna.fbcdn.net/v/t51.2885-15/fr/e15/s1080x1080/92818246_275394996809536_7148226197377854512_n.jpg?_nc_ht=instagram.ftun4-1.fna.fbcdn.net&_nc_cat=104&_nc_ohc=NOhepfBP2OgAX9kHJH5&oh=b308fcde50eead3851c7e9005634ad71&oe=5F00B9C5,Dinner : @beefpros,['GoodToGo'],industry
45,https://instagram.ftun4-1.fna.fbcdn.net/v/t51.2885-15/fr/e15/p1080x1080/92021196_296406791343110_4086583876206517562_n.jpg?_nc_ht=instagram.ftun4-1.fna.fbcdn.net&_nc_cat=102&_nc_ohc=nuM8Dr0sIxEAX_nneic&oh=ab3e7b1e5d5b0a673f8d7815f06d5151&oe=5F019390,Will do tricks for a bite of steakburger. : @massimoandleo_thecajuncorgis,[],industry
46,https://instagram.ftun4-1.fna.fbcdn.net/v/t51.2885-15/fr/e15/s1080x1080/92273287_2779049172224146_5312105930263418607_n.jpg?_nc_ht=instagram.ftun4-1.fna.fbcdn.net&_nc_cat=110&_nc_ohc=SQjNeSJR-owAX_LhbM3&oh=2b2096db7df36a3a4ebd5cdad7b979fc&oe=5F010A28,Freddy's Original Double - the steakburger you CRAVE : @a.tale.of.two.forks,"['GoodToGo', 'FreddysDriveThru']",industry
47,https://instagram.ftun4-1.fna.fbcdn.net/v/t51.2885-15/fr/e15/p1080x1080/91912747_647609649406859_40471501951710955_n.jpg?_nc_ht=instagram.ftun4-1.fna.fbcdn.net&_nc_cat=111&_nc_ohc=QTdaK9lD4ssAX-_QuYP&oh=24bb1c13b265d5e6558d10d3b8fbea30&oe=5F02E411,Get the goods to go : @kaitlinjanaye,['FreddysWorthIt'],industry
48,https://instagram.ftun4-1.fna.fbcdn.net/v/t51.2885-15/fr/e15/s1080x1080/91889253_227284411988061_3142083223920021385_n.jpg?_nc_ht=instagram.ftun4-1.fna.fbcdn.net&_nc_cat=109&_nc_ohc=6vhOLhd82NQAX_2TRKV&oh=60a8970e89b84b19e6df6cdb3f27d261&oe=5F00CCD1,The best unboxing! Get your favorite Freddy's order in our drive-thru @burgstheword,"['freddysdrivethru', 'stillopen']",industry
49,https://instagram.ftun4-1.fna.fbcdn.net/v/t51.2885-15/fr/e15/p1080x1080/91378111_535434167162328_3432121894207396716_n.jpg?_nc_ht=instagram.ftun4-1.fna.fbcdn.net&_nc_cat=100&_nc_ohc=E8PjqWQ-uC0AX98Vukf&oh=766ce7f6bae14e2efb487ef059cafa4d&oe=5F01583D,Frozen custard so perfect you'll want to take a picture : @foodymomma,"['GoodToGo', 'PicturePerfect']",industry
50,https://instagram.ftun4-1.fna.fbcdn.net/v/t51.2885-15/fr/e15/p1080x1080/91378111_535434167162328_3432121894207396716_n.jpg?_nc_ht=instagram.ftun4-1.fna.fbcdn.net&_nc_cat=100&_nc_ohc=E8PjqWQ-uC0AX98Vukf&oh=766ce7f6bae14e2efb487ef059cafa4d&oe=5F01583D,Frozen custard so perfect you'll want to take a picture : @foodymomma,"['GoodToGo', 'PicturePerfect']",industry
51,https://instagram.ftun4-1.fna.fbcdn.net/v/t51.2885-15/fr/e15/s1080x1080/91476224_247507666389517_6773435105582051611_n.jpg?_nc_ht=instagram.ftun4-1.fna.fbcdn.net&_nc_cat=101&_nc_ohc=JPXyNEEXUkAAX9CHOSv&oh=be7396b774b23ad1a789ef041781ae6f&oe=5F03AA6B,We call shotgun. Swing by the Freddys drive-thru today,"['GoodToGo', 'thegreatamericantakeout']",industry
52,https://instagram.ftun4-1.fna.fbcdn.net/v/t51.2885-15/e35/s1080x1080/91151259_638429266702568_5371574351706276794_n.jpg?_nc_ht=instagram.ftun4-1.fna.fbcdn.net&_nc_cat=108&_nc_ohc=0uluwPK7d0UAX-NX1_i&oh=bbbcc2b32b845c532c5a78580b96ebe8&oe=5F02E54C,Grab some frozen custard to share with your best friend in the ! : @neumannolegs,['freddysdrivethru!'],industry
53,https://instagram.ftun4-1.fna.fbcdn.net/v/t51.2885-15/fr/e15/s1080x1080/91372054_2814526595335091_838582845653175894_n.jpg?_nc_ht=instagram.ftun4-1.fna.fbcdn.net&_nc_cat=111&_nc_ohc=OppTlu3vDtIAX9ATZ9H&oh=d858c68b00b41e42cb808ceaec2308c8&oe=5F0268EA,Our drive-thrus are still open! And we wont blame you for eating everything before you get home : @paloma.culver,"['GoodToGo', 'StillOpen']",industry
54,https://instagram.ftun4-1.fna.fbcdn.net/v/t51.2885-15/fr/e15/s1080x1080/91034003_239978884066319_6059088576672036097_n.jpg?_nc_ht=instagram.ftun4-1.fna.fbcdn.net&_nc_cat=111&_nc_ohc=f-1RN7b7iwQAX-u4KgQ&oh=ade49ce7c818dc6c72bc1968baaf1033&oe=5F00ABFF,You deserve it. Your favorite frozen custard treats are available in a Freddy's drive-thru near you : @foodymomma,['freddysdrivethru'],industry
55,https://instagram.ftun4-1.fna.fbcdn.net/v/t51.2885-15/fr/e15/s1080x1080/91132335_2530253550413767_1218800044720896439_n.jpg?_nc_ht=instagram.ftun4-1.fna.fbcdn.net&_nc_cat=107&_nc_ohc=xfv6l8QxND8AX-kkRtB&oh=1058c3a885339aee74b853c518fec729&oe=5F0264D1,"Our drive-thru is still open and your favorites still exist! Well, until you eat them. Then they wont exist anymore : @danicaridgeway","['StillOpen', 'FreddysDriveThru']",industry
56,https://instagram.ftun4-1.fna.fbcdn.net/v/t51.2885-15/fr/e15/s1080x1080/90765045_134375101478134_6004866931968597270_n.jpg?_nc_ht=instagram.ftun4-1.fna.fbcdn.net&_nc_cat=110&_nc_ohc=66YLZGk8Sh8AX_MRU-N&oh=297082bb8ac784dcdae7f701efef5d17&oe=5F040C8C,"Ohhh yeah, thats how you stock up. Pick up some custard sandwiches from the drive-thru today","['FreddysDriveThru', 'StillOpen']",industry
57,https://instagram.ftun4-1.fna.fbcdn.net/v/t51.2885-15/fr/e15/s1080x1080/90510502_693385288134815_2933827481049885809_n.jpg?_nc_ht=instagram.ftun4-1.fna.fbcdn.net&_nc_cat=111&_nc_ohc=C3v2FzMmm6gAX-9Z0E8&oh=c6a0ac4081e7871f887bed749d43e603&oe=5F02065F,Freddy's tastes just as good when you eat it at home! Head to your favorite Freddy's drive-thru today! : @tastyeatzzz,[],industry
58,https://instagram.ftun4-1.fna.fbcdn.net/v/t51.2885-15/fr/e15/p1080x1080/90709781_295872824712994_374256492809050622_n.jpg?_nc_ht=instagram.ftun4-1.fna.fbcdn.net&_nc_cat=110&_nc_ohc=MzdEEm2SFfcAX86qqML&oh=fe3ade9315477ca30c5a5a49a7933981&oe=5F015A8C,Concrete cheers are the best kind of cheers. Drive through the today,"['FreddysDriveThru', 'TheGreatAmericanTakeout']",industry
59,https://instagram.ftun4-1.fna.fbcdn.net/v/t51.2885-15/fr/e15/p1080x1080/90345176_229737754878832_3472578246207532393_n.jpg?_nc_ht=instagram.ftun4-1.fna.fbcdn.net&_nc_cat=104&_nc_ohc=gwUuOurqKU8AX92a5TP&oh=39b7cc1049f3f9b795e3676e9f42cca0&oe=5F00AE32,Tired of cooking? We arent! Swing through our drive-thru for your next delicious meal : @foodieapolis,"['StillOpen', 'freddysdrivethru']",industry
60,https://instagram.ftun4-1.fna.fbcdn.net/v/t51.2885-15/fr/e15/s1080x1080/90180513_527460581540756_5088276881589546622_n.jpg?_nc_ht=instagram.ftun4-1.fna.fbcdn.net&_nc_cat=108&_nc_ohc=JF9aYrMdNsEAX_kzLUn&oh=5a1c63963eac6f398ecfd64349c647e9&oe=5F02C5EA,Get the goods to go : @theduesterfive,"['freddysdrivethru', 'ilovefreddys']",industry
61,https://instagram.ftun4-1.fna.fbcdn.net/v/t51.2885-15/fr/e15/p1080x1080/90085965_206382544039455_8267302081954651729_n.jpg?_nc_ht=instagram.ftun4-1.fna.fbcdn.net&_nc_cat=103&_nc_ohc=WqYcnsDdRRkAX90__Qs&oh=037dcfb678b1b9d830a4483d11c8d952&oe=5F03CC75,Did you know you can order any steakburger as a lettuce wrap?! We're still here for you in the drive-thru : @ohhappyketo,['lettucewrap'],industry
