,photo_url,captions,hashtags,interest
13,https://instagram.ftun2-1.fna.fbcdn.net/v/t51.2885-15/e35/97544759_186482295842311_7968187054398541425_n.jpg?_nc_ht=instagram.ftun2-1.fna.fbcdn.net&_nc_cat=107&_nc_ohc=XBf7zMEFGTUAX_tPNON&oh=b89904fb73d021e531cf2a250e8f87f6&oe=5EC40EA6,Key theme to take from today... Creative celebs,['BundesligaIsBack'],sports
14,https://instagram.ftun2-1.fna.fbcdn.net/v/t51.2885-15/fr/e15/s1080x1080/97321340_239403507494962_7689404845112141558_n.jpg?_nc_ht=instagram.ftun2-1.fna.fbcdn.net&_nc_cat=110&_nc_ohc=HaZyVxTr9okAX-p3q8y&oh=b59d46ebef529acd5df37d9400446b3a&oe=5EE987CC,Post-match interviews in 2020 have a different vibe,['BundesligaIsBack'],sports
15,https://instagram.ftun2-1.fna.fbcdn.net/v/t51.2885-15/fr/e15/s1080x1080/97321149_232588364699800_4896656896741944134_n.jpg?_nc_ht=instagram.ftun2-1.fna.fbcdn.net&_nc_cat=104&_nc_ohc=tWY4BeZ8CSMAX9_QVfz&oh=a196f34c34a88c8f5ef4ac1cb0d2a4bd&oe=5EC46DC7,Six knockouts in a row and on the verge of a world title We can't wait to see The Machine @liamwilliamsko back in the ring @btsportboxing,"['boxing', 'wales']",sports
16,https://instagram.ftun2-1.fna.fbcdn.net/v/t51.2885-15/fr/e15/s1080x1080/98169033_1127994904222491_2310958105061632417_n.jpg?_nc_ht=instagram.ftun2-1.fna.fbcdn.net&_nc_cat=103&_nc_ohc=97E72nJUajIAX8vutO4&oh=816eb97ed043406dd040f84beebd0c6e&oe=5EC448D1,When you've watched two @ufc cards in a week and remember there's another one on tonight @ufcbtsport,"['MMA', 'UFC']",sports
17,https://instagram.ftun2-1.fna.fbcdn.net/v/t51.2885-15/fr/e15/p1080x1080/97968166_2847326625379525_326413140660554671_n.jpg?_nc_ht=instagram.ftun2-1.fna.fbcdn.net&_nc_cat=101&_nc_ohc=yM3bsvalAIcAX-8iS7G&oh=120f4a125a9f7bfccb3fe6e005e9870b&oe=5EC45056,Walt Harris returns for the first time since the tragic death of his daughter. @thebigticket205 will be fighting for so much more than usual when he enters the Octagon tonight,"['MMA', 'UFC']",sports
18,https://instagram.ftun2-1.fna.fbcdn.net/v/t51.2885-15/e35/97179322_240697943906161_2761832985560858187_n.jpg?_nc_ht=instagram.ftun2-1.fna.fbcdn.net&_nc_cat=101&_nc_ohc=t-TdGMccA30AX8JzeGr&oh=4b315e295ffdab3f320487c76d6c6195&oe=5EC46659,Amazing. Ademola Lookman manages to ping a cameraman who isnt looking in a near empty stadium,['Bundesliga'],sports
19,https://instagram.ftun2-1.fna.fbcdn.net/v/t51.2885-15/e35/96845689_108040327460157_8315598478508753953_n.jpg?_nc_ht=instagram.ftun2-1.fna.fbcdn.net&_nc_cat=109&_nc_ohc=M9b53REFoRQAX_L9H9D&oh=4e336d38488d1b3ff4eced7d3a791eed&oe=5EC404D2,Celebrate as if the ground is full @bvb09 pay tribute to an empty Yellow Wall,"['BundesligaIsBack', 'BVB']",sports
20,https://instagram.ftun2-1.fna.fbcdn.net/v/t51.2885-15/e35/97060335_2208829642575383_5495656779798884869_n.jpg?_nc_ht=instagram.ftun2-1.fna.fbcdn.net&_nc_cat=111&_nc_ohc=7V1hhuoIoFAAX8wrVXQ&oh=59651aa8635fc1c09d4c42e8dfdc4523&oe=5EC44EDF,Elbows all round These celebs are getting creative already,['BundesligaIsBack'],sports
21,https://instagram.ftun2-1.fna.fbcdn.net/v/t51.2885-15/e35/97887504_248019606309000_7194516182932990817_n.jpg?_nc_ht=instagram.ftun2-1.fna.fbcdn.net&_nc_cat=1&_nc_ohc=EmZLLA7CR94AX-0qyoD&oh=88d9b610d1a7fd3169716d3e79ab9187&oe=5EC44856,HOW WEVE MISSED THIS GAME @erling.haaland opens the scoring (of course) and pulls out another weird celebration (of course,"['BundesligaIsBack', 'BVB']",sports
22,https://instagram.ftun2-1.fna.fbcdn.net/v/t51.2885-15/e35/97259470_169420507813361_8728912320329379043_n.jpg?_nc_ht=instagram.ftun2-1.fna.fbcdn.net&_nc_cat=105&_nc_ohc=L1wV-p0HA90AX-pabLk&oh=0719afa729aab8c97ef7f0d40b5e3492&oe=5EC426DE,A bit of extra legroom on the subs bench,['BundesligaIsBack'],sports
23,https://instagram.ftun2-1.fna.fbcdn.net/v/t51.2885-15/e35/97279375_3612200498795512_3082166007072444530_n.jpg?_nc_ht=instagram.ftun2-1.fna.fbcdn.net&_nc_cat=104&_nc_ohc=vDUt9qr6esAAX__l5DO&oh=f0e4bac55bd6d37da0b4071d6fc09525&oe=5EC4423F,Football is back,['BundesligaIsBack'],sports
24,https://instagram.ftun2-1.fna.fbcdn.net/v/t51.2885-15/e35/97139053_270493267421578_6084796328154162352_n.jpg?_nc_ht=instagram.ftun2-1.fna.fbcdn.net&_nc_cat=110&_nc_ohc=7fCM5BVleUsAX-1C1Aq&oh=1523cc8d1d12550fd712c31b3aaf9240&oe=5EEAE609,The game changes at 2.30,"['BundesligaIsBack', 'Warzone']",sports
25,https://instagram.ftun2-1.fna.fbcdn.net/v/t51.2885-15/e15/96940640_660121211203155_5305430733428268856_n.jpg?_nc_ht=instagram.ftun2-1.fna.fbcdn.net&_nc_cat=103&_nc_ohc=hwtt3h3lcEUAX8QLql-&oh=b34f18c5562f195dc725a1125e654627&oe=5EE97B40,Let's go,['BundesligaIsBack'],sports
26,https://instagram.ftun2-1.fna.fbcdn.net/v/t51.2885-15/fr/e15/s1080x1080/97197929_2598174083755360_1360053165402946851_n.jpg?_nc_ht=instagram.ftun2-1.fna.fbcdn.net&_nc_cat=104&_nc_ohc=pB1vhSWxXnMAX_Wz9WJ&oh=4142f36530bfc7b458295760156f4b32&oe=5EC45140,"@edsonbarbozajr is the only man in @ufc history to finish a fight with leg kicks, a body kick, and a spinning wheel kick. This man at featherweight is a scary thought @ufcbtsport","['UFCFL', 'MMA', 'UFC']",sports
27,https://instagram.ftun2-1.fna.fbcdn.net/v/t51.2885-15/fr/e15/s1080x1080/97145503_2748834385445644_2512281759885937307_n.jpg?_nc_ht=instagram.ftun2-1.fna.fbcdn.net&_nc_cat=104&_nc_ohc=dSRfyQs5h8EAX8JAGPM&oh=35efc6154f2101c720ac8b062c3d58b5&oe=5EC41DAB,Peak @sk23.10 Peak Hipster Dortmund What a finish,"['BundesligaIsBack', 'BVB', 'Dortmund']",sports
28,https://instagram.ftun2-1.fna.fbcdn.net/v/t51.2885-15/fr/e15/s1080x1080/96846941_237589947664457_4818484922888292906_n.jpg?_nc_ht=instagram.ftun2-1.fna.fbcdn.net&_nc_cat=105&_nc_ohc=Qd87CSFL7BoAX_XaHwB&oh=1b5e62c5f561212bc854d6d4db583746&oe=5EEB0C8B,Mood,['BundesligaIsBack'],sports
29,https://instagram.ftun2-1.fna.fbcdn.net/v/t51.2885-15/fr/e15/s1080x1080/97939024_140303067579502_7094934839904282229_n.jpg?_nc_ht=instagram.ftun2-1.fna.fbcdn.net&_nc_cat=110&_nc_ohc=3Tw8fZxFRTYAX-_Qh_X&oh=36ace7ca9985e501d474fd64b4adfdfd&oe=5EECB58F,@bvb09,"['BundesligaIsBack', 'Bundesliga']",sports
30,https://instagram.ftun2-1.fna.fbcdn.net/v/t51.2885-15/fr/e15/s1080x1080/97388139_245029296565995_4997196770344482553_n.jpg?_nc_ht=instagram.ftun2-1.fna.fbcdn.net&_nc_cat=103&_nc_ohc=kLOSyw8aHqYAX9i0U--&oh=eaf6d030e2aec5d5b6e5d7ef9d53dbe6&oe=5EC478CA,An all-time Bundesliga classic! Dortmund and Schalke's eight-goal Revierderby thriller from 2017,"['sport', 'bvb', 'btsport', 'football', 'schalke', 'revierderby', 'soccer', 'dortmund', 'bundesligaisback', 'bundesliga']",sports
31,https://instagram.ftun2-1.fna.fbcdn.net/v/t51.2885-15/fr/e15/s1080x1080/97531234_164484328367973_949865167944945053_n.jpg?_nc_ht=instagram.ftun2-1.fna.fbcdn.net&_nc_cat=109&_nc_ohc=JcJ3GZwB9oAAX_z8Jbk&oh=9c9590767cab71a19578bbc733090f19&oe=5EEB327D,The boys are back in town,"['sport', 'btsport', 'football', 'bayern', 'leverkusen', 'soccer', 'dortmund', 'leipzg', 'bundesligaisback', 'gladbach', 'bundesliga']",sports
32,https://instagram.ftun2-1.fna.fbcdn.net/v/t51.2885-15/fr/e15/s1080x1080/97194765_562825538002412_1555803553657461176_n.jpg?_nc_ht=instagram.ftun2-1.fna.fbcdn.net&_nc_cat=108&_nc_ohc=Yr_RfqeunLoAX9Tgx8f&oh=91ce882a3197a3ce6be67d0559653a34&oe=5EC40E0D,"On this day in 2001, Liverpool beat Alaves 5-4 with a golden goal to win the UEFA Cup . Robbie Fowler and Sami Hyypia lifting Liverpool's third cup of that season after a man of the match performance from Gary McAllister","['UEFACup', 'LFC', 'Hyypia', 'BTSport', 'Fowler', 'YNWA', 'EuropaLeague', 'Football', 'Liverpool']",sports
33,https://instagram.ftun2-1.fna.fbcdn.net/v/t51.2885-15/fr/e15/s1080x1080/97328377_2565415393775260_343014808379003803_n.jpg?_nc_ht=instagram.ftun2-1.fna.fbcdn.net&_nc_cat=104&_nc_ohc=o7mQiQqirtIAX_ifu_8&oh=a8827aca5ab604e4729c23de49d5933f&oe=5EC415DF,Grafite in 2009 He didn't have to do them like that . Watch Bundesliga game live this weekend on BT Sport,"['BTSport', 'Bundesliga', 'Woflsburg', 'Bayern', 'Football']",sports
34,https://instagram.ftun2-1.fna.fbcdn.net/v/t51.2885-15/fr/e15/s1080x1080/96676988_696704477824578_2864180640630308610_n.jpg?_nc_ht=instagram.ftun2-1.fna.fbcdn.net&_nc_cat=106&_nc_ohc=wTzy2OQ_c6YAX-XJlEV&oh=5dec60923d41600a64d826dac1746431&oe=5EC3EC1B,"Just look at these scenes Tony Watt and Joleon Lescott in an absolute battle on . @32watto representing @robbiesavage8's Dragons and @joleonlescott for @therealjoecole's PL All Stars, brilliant drama! Watch BT Sport FIFA Challenge every Friday at 7pm on BT Sport 1 HD","['BTSport', 'PremierLeague', 'Gaming', 'FIFA20', 'Football', 'FIFAChallenge', 'FIFA']",sports
35,https://instagram.ftun2-1.fna.fbcdn.net/v/t51.2885-15/e35/96943213_135453388112366_6242678981755582671_n.jpg?_nc_ht=instagram.ftun2-1.fna.fbcdn.net&_nc_cat=102&_nc_ohc=F0Ay9b8ghsQAX-bILFo&oh=fae8734a104c8d08657d67a26e22a484&oe=5EC3F90F,Classic Vince McMahon. Classic @ricflairnatureboy. Classic WWE,['RuthlessAggression'],sports
36,https://instagram.ftun2-1.fna.fbcdn.net/v/t51.2885-15/e15/97154285_624869088096849_8531246401764791038_n.jpg?_nc_ht=instagram.ftun2-1.fna.fbcdn.net&_nc_cat=109&_nc_ohc=HpWcKOvADrEAX8FAWOQ&oh=e5e22421447cdab5cbe00e62016d127b&oe=5EC3EC62,"""I'll tell them to come around and see my trophy!"" classic from the @celticfc captain","['Celtic', 'BTSport', 'CFC', 'ScottBrown', 'Fitba', 'Football', 'SPFL']",sports
37,https://instagram.ftun2-1.fna.fbcdn.net/v/t51.2885-15/fr/e15/s1080x1080/96863113_144617327127691_2214802134480366232_n.jpg?_nc_ht=instagram.ftun2-1.fna.fbcdn.net&_nc_cat=107&_nc_ohc=JDwOmo71MlMAX__3f1m&oh=8c3b1328e76a36cb5f8ee6375641f0f2&oe=5EC3EE63,Look at that swerve! Max Arnold changed the laws of physics when he produced this for Wolfsburg,"['germany', 'football', 'wolfsburg', 'btsport', 'maxarnold', 'bundesligaisback', 'bundesliga']",sports
38,https://instagram.ftun2-1.fna.fbcdn.net/v/t51.2885-15/e35/96865764_144840070439850_6151665106932410286_n.jpg?_nc_ht=instagram.ftun2-1.fna.fbcdn.net&_nc_cat=106&_nc_ohc=gjQTnp2QO04AX-zevBo&oh=bd89a88578918a035c21e198eb745cf8&oe=5EC42B27,@gypsyking101 wants to fight @dmcintyrewwe. Drew wants to fight Fury. Lets just do this?! @btsportwwe @btsportboxing,[],sports
39,https://instagram.ftun2-1.fna.fbcdn.net/v/t51.2885-15/fr/e15/s1080x1080/98114102_607981976735326_8725383346888746500_n.jpg?_nc_ht=instagram.ftun2-1.fna.fbcdn.net&_nc_cat=110&_nc_ohc=xtxCRSAcWrsAX_dm6hg&oh=1dac84d42e3ee8bc96be6757095d0607&oe=5EED58D2,"The THIRD fight night in eight days, @ufcbtsport Thank you, @ufc","['UFCFL', 'MMA', 'UFC']",sports
40,https://instagram.ftun2-1.fna.fbcdn.net/v/t51.2885-15/e15/97322851_539199453629323_185134082389132262_n.jpg?_nc_ht=instagram.ftun2-1.fna.fbcdn.net&_nc_cat=107&_nc_ohc=I11QHEG0ZsQAX9aj_om&oh=af9c3dc75a91ab65dc48cc4fb46dca24&oe=5EC43841,79 seconds of complete mayhem It's been a pleasure! Join us for one final time... . Scottish Football Extra | BT Sport 1 HD | 5.30pm & 8pm,[],sports
41,https://instagram.ftun2-1.fna.fbcdn.net/v/t51.2885-15/e35/96767919_543486283220821_435488984746347480_n.jpg?_nc_ht=instagram.ftun2-1.fna.fbcdn.net&_nc_cat=101&_nc_ohc=R2embsULEEwAX8bun2u&oh=f0c45b75103c39b8e51b4efe972629c0&oe=5EC462CE,The story of one of the best eras in @WWE history Ruthless Aggression starts this Sunday on BT Sport,[],sports
42,https://instagram.ftun2-1.fna.fbcdn.net/v/t51.2885-15/fr/e15/s1080x1080/97518298_538661243477669_6918015556905917110_n.jpg?_nc_ht=instagram.ftun2-1.fna.fbcdn.net&_nc_cat=105&_nc_ohc=-5Z5-2YL7RYAX8O3Tmi&oh=2dd022cd5c42bba19b9281e42815d3c3&oe=5EEA79AD,How did it go,"['sport', 'btsport', 'football', 'bayern', 'leverkusen', 'soccer', 'dortmund', 'leipzg', 'bundesligaisback', 'gladbach', 'bundesliga']",sports
43,https://instagram.ftun2-1.fna.fbcdn.net/v/t51.2885-15/fr/e15/s1080x1080/97144399_519261882103456_4525768027202311544_n.jpg?_nc_ht=instagram.ftun2-1.fna.fbcdn.net&_nc_cat=104&_nc_ohc=7UobVyiFvkEAX_sFXiU&oh=058e821663562007d642daef63de4183&oe=5EEC42E9,Not your typical Bundesliga suspension . Heiko Herrlich breached quarantine rules by leaving the team hotel to buy toiletries,"['sport', 'btsport', 'football', 'soccer', 'augsburg', 'bundesligaisback', 'bundesliga']",sports
44,https://instagram.ftun2-1.fna.fbcdn.net/v/t51.2885-15/fr/e15/p1080x1080/96737180_1936765743288650_4288328594414660897_n.jpg?_nc_ht=instagram.ftun2-1.fna.fbcdn.net&_nc_cat=102&_nc_ohc=bjPPkj_KKLwAX-Lu8Y_&oh=e0c952283802408ab35dd09e91ff8a7f&oe=5EC43D86,"@reeceoxford on the Bundesliga's return, German lifestyle, and experiencing new cultures",['BundesligaIsBack'],sports
45,https://instagram.ftun2-1.fna.fbcdn.net/v/t51.2885-15/fr/e15/s1080x1080/97308469_656093581611414_4269829343888101834_n.jpg?_nc_ht=instagram.ftun2-1.fna.fbcdn.net&_nc_cat=106&_nc_ohc=nA43W2VjVp4AX_GIarB&oh=0e32cb1aca7a96463d7802017e265ce7&oe=5EE9CD46,Dortmund = pure entertainment,"['sport', 'bvb', 'btsport', 'football', 'revierderby', 'soccer', 'sancho', 'dortmund', 'bundesligaisback', 'haaland', 'bundesliga']",sports
46,https://instagram.ftun2-1.fna.fbcdn.net/v/t51.2885-15/fr/e15/s1080x1080/96749790_142501920686515_3604285075847201562_n.jpg?_nc_ht=instagram.ftun2-1.fna.fbcdn.net&_nc_cat=107&_nc_ohc=eMwmP1Bue1IAX-YZVB3&oh=695b037a372f03f4b9aaf6859b1a35ab&oe=5EC4237F,Introducing the class of 2019/20 Its like it never went away,"['sport', 'btsport', 'football', 'bayern', 'leverkusen', 'soccer', 'BundesligaIsBack', 'dortmund', 'gladbach', 'leipzig', 'bundesliga']",sports
47,https://instagram.ftun2-1.fna.fbcdn.net/v/t51.2885-15/fr/e15/p1080x1080/98123370_1118402031879673_8185528227378257689_n.jpg?_nc_ht=instagram.ftun2-1.fna.fbcdn.net&_nc_cat=1&_nc_ohc=-wrlX4RcfiEAX-9g5-z&oh=819c5ffc7d0e9a535b7b2ab9e0999e57&oe=5EC46F68,The league where you just don't know what's going to happen next!,[],sports
48,https://instagram.ftun2-1.fna.fbcdn.net/v/t51.2885-15/fr/e15/s1080x1080/96646491_606553553293016_5884810025100435557_n.jpg?_nc_ht=instagram.ftun2-1.fna.fbcdn.net&_nc_cat=108&_nc_ohc=INt9-AOiQzEAX8M-WlH&oh=8904ff55800d67339dd29b1b36cc557d&oe=5EE9D2BB,"The best footballers ever to grace a video game! Who makes your list? . Watch BT Sport on Friday at 7pm on BT Sport 1 HD, this week the group stage action kicks off","['Adriano', 'Cristiano', 'BTSport', 'Ronaldo', 'FIFAChallenge', 'Ibarbo', 'Gaming', 'Football', 'PES', 'FIFA']",sports
49,https://instagram.ftun2-1.fna.fbcdn.net/v/t51.2885-15/fr/e15/s1080x1080/97116490_542594159737535_2899924116248154894_n.jpg?_nc_ht=instagram.ftun2-1.fna.fbcdn.net&_nc_cat=111&_nc_ohc=bgSaHZMLbc4AX-y20qq&oh=b3a533001a65113fe350575970d53a46&oe=5EEA68A8,"1 from each row, 1 from each club! Who makes it","['sport', 'btsport', 'football', 'bayern', 'leverkusen', 'soccer', 'dortmund', 'gladbach', 'leipzig', 'bundesliga']",sports
50,https://instagram.ftun2-1.fna.fbcdn.net/v/t51.2885-15/e35/98318421_545654049721299_359417163533474909_n.jpg?_nc_ht=instagram.ftun2-1.fna.fbcdn.net&_nc_cat=103&_nc_ohc=LJxEHJ0pR7UAX_SfivC&oh=0531086f8b335b39035ea3adb5ee8fbf&oe=5EE9824E,"Brilliant gesture by @harrykane sponsoring @leytonorientfc's three kits for 2020/21 season for three charitable causes No, you're crying!",[],sports
51,https://instagram.ftun2-1.fna.fbcdn.net/v/t51.2885-15/fr/e15/s1080x1080/96585528_195931121414155_5331842373580386129_n.jpg?_nc_ht=instagram.ftun2-1.fna.fbcdn.net&_nc_cat=107&_nc_ohc=Tq-fBnTez6wAX8dh2GP&oh=4706a5bcb0695143913b757978ce301d&oe=5EC476B9,Robert Lewandowski with some advice for teenage sensation @erling.haaland,"['sport', 'btsport', 'football', 'bayern', 'soccer', 'dortmund', 'lewandowski', 'haaland', 'bundesliga']",sports
52,https://instagram.ftun2-1.fna.fbcdn.net/v/t51.2885-15/fr/e15/s1080x1080/97204451_669925100512931_4482147250548986822_n.jpg?_nc_ht=instagram.ftun2-1.fna.fbcdn.net&_nc_cat=111&_nc_ohc=v1AAOpiQwWwAX8Z87wm&oh=312777a44ffbf3d094133f2c365006b3&oe=5EC401A7,Did somebody say title race,"['sport', 'btsport', 'football', 'bayern', 'leverkusen', 'soccer', 'dortmund', 'gladbach', 'leipzig', 'bundesliga']",sports
53,https://instagram.ftun2-1.fna.fbcdn.net/v/t51.2885-15/fr/e15/s1080x1080/97077640_851045372040774_7971981187906117458_n.jpg?_nc_ht=instagram.ftun2-1.fna.fbcdn.net&_nc_cat=106&_nc_ohc=vmkQnQbn24AAX9zp_kr&oh=4af6aacfd797c0c7939893ca0db4a395&oe=5EC4310C,This is the most polite mid-fight trash talking we've ever heard @ufcbtsport,"['MMA', 'UFC', 'UFCJax']",sports
54,https://instagram.ftun2-1.fna.fbcdn.net/v/t51.2885-15/fr/e15/s1080x1080/96535119_1129984000668960_4816300622871943855_n.jpg?_nc_ht=instagram.ftun2-1.fna.fbcdn.net&_nc_cat=100&_nc_ohc=jVM7thVBKP0AX-TByP4&oh=e8072ac597721dff9500da18b92de1bf&oe=5EC3F9C5,Jay-Jay Okocha at Frankfurt was something else Oli Kahn didn't know what hit him! Watch Bundesliga game live this weekend on BT Sport,"['Okocha', 'BTSport', 'Frankfurt', 'Bundesliga', 'Naija', 'Football']",sports
55,https://instagram.ftun2-1.fna.fbcdn.net/v/t51.2885-15/fr/e15/s1080x1080/97093123_174883487311496_846824833242847176_n.jpg?_nc_ht=instagram.ftun2-1.fna.fbcdn.net&_nc_cat=108&_nc_ohc=rIUllz4KpIgAX_JTYR5&oh=c65c9c29b221afadbd208e2a72e6bbe6&oe=5EC40120,"""Here I am baby, getting on another run for the title."" - @gloverteixeira after a dominant win over Anthony Smith in the main event (via @ufcbtsport)",['UFCJax'],sports
56,https://instagram.ftun2-1.fna.fbcdn.net/v/t51.2885-15/fr/e15/s1080x1080/96721390_2288398108134094_2736714480251147751_n.jpg?_nc_ht=instagram.ftun2-1.fna.fbcdn.net&_nc_cat=110&_nc_ohc=UfFkRei3jn0AX9k5Bnn&oh=d6be340b77f170fb8f3b1ea69a1d9895&oe=5EC409B1,Jrgen Klopp can strike a ball! . Flashback to this strike from the Liverpool boss from back in his Mainz days . Watch Bundesliga game live this weekend on BT Sport,[],sports
57,https://instagram.ftun2-1.fna.fbcdn.net/v/t51.2885-15/fr/e15/s1080x1080/96659420_626818157908142_5703161253101488536_n.jpg?_nc_ht=instagram.ftun2-1.fna.fbcdn.net&_nc_cat=102&_nc_ohc=nfsq-1OPpz4AX8uyBtx&oh=115cf1de23e5ca16ab8b2dccbc27452b&oe=5EC40902,The Bundesliga is back... Big names are back... FOOTBALL IS BACK! . Nine @bundesliga_en games coming your way across BT Sport channels this weekend... Let's go,"['BTSport', 'Bundesliga', 'Football']",sports
